             x      Linear LP     L_Error(%)   Quadratic LP     Q_Error(%)       Cubic LP     C_Error(%) 
           4.04      -0.781392       0.120604      -0.782300       0.004623      -0.782334       0.000227
           4.05      -0.787540       0.124972      -0.788562       0.004643      -0.788523       0.000233
           4.06      -0.793687       0.119353      -0.794668       0.004111      -0.794634       0.000217
           4.07      -0.799835       0.103915      -0.800693       0.003306      -0.800665       0.000185
           4.08      -0.805982       0.078790      -0.806636       0.002302      -0.806617       0.000129
           4.09      -0.812130       0.044104      -0.812498       0.001174      -0.812487       0.000065
           4.10      -0.818277       0.000013      -0.818277       0.000006      -0.818277       0.000006
           4.11      -0.823607       0.045794      -0.823975       0.001133      -0.823984       0.000070
           4.12      -0.828937       0.081033      -0.829591       0.002196      -0.829608       0.000141
           4.13      -0.834267       0.105883      -0.835125       0.003089      -0.835149       0.000192
           4.14      -0.839597       0.120476      -0.840578       0.003764      -0.840608       0.000212
           4.15      -0.844926       0.124965      -0.846015       0.003715      -0.845982       0.000223
           4.16      -0.850256       0.119473      -0.851301       0.003290      -0.851272       0.000211
           4.17      -0.855586       0.104113      -0.856501       0.002649      -0.856476       0.000183
           4.18      -0.860916       0.079008      -0.861613       0.001849      -0.861596       0.000129
           4.19      -0.866246       0.044269      -0.866638       0.000946      -0.866629       0.000066
           4.20      -0.871576       0.000011      -0.871576       0.000011      -0.871576       0.000011
           4.21      -0.876035       0.045620      -0.876427       0.000912      -0.876434       0.000068
           4.22      -0.880494       0.080818      -0.881191       0.001754      -0.881205       0.000137
           4.23      -0.884953       0.105694      -0.885867       0.002477      -0.885888       0.000189
           4.24      -0.889412       0.120380      -0.890510       0.002981      -0.890482       0.000219
           4.25      -0.893871       0.124973      -0.895015       0.002875      -0.894987       0.000235
           4.26      -0.898330       0.119582      -0.899428       0.002549      -0.899403       0.000227
           4.27      -0.902789       0.104309      -0.903750       0.002048      -0.903730       0.000194
           4.28      -0.907248       0.079231      -0.907980       0.001422      -0.907966       0.000147
           4.29      -0.911707       0.044443      -0.912119       0.000719      -0.912111       0.000078
           4.30      -0.916166       0.000009      -0.916166       0.000009      -0.916166       0.000009
           4.31      -0.919709       0.045492      -0.920121       0.000723      -0.920127       0.000088
           4.32      -0.923253       0.080629      -0.923985       0.001382      -0.923997       0.000150
           4.33      -0.926797       0.105532      -0.927758       0.001938      -0.927774       0.000197
           4.34      -0.930340       0.120286      -0.931481       0.002198      -0.931459       0.000233
           4.35      -0.933884       0.124975      -0.935072       0.002125      -0.935050       0.000240
           4.36      -0.937428       0.119679      -0.938569       0.001886      -0.938549       0.000222
           4.37      -0.940971       0.104470      -0.941970       0.001514      -0.941953       0.000195
           4.38      -0.944515       0.079414      -0.945275       0.001058      -0.945264       0.000140
           4.39      -0.948058       0.044573      -0.948486       0.000541      -0.948480       0.000081
           4.40      -0.951602       0.000001      -0.951602       0.000001      -0.951602       0.000001
           4.41      -0.954195       0.045342      -0.954623       0.000530      -0.954627       0.000081
           4.42      -0.956788       0.080448      -0.957548       0.001009      -0.957557       0.000144
